Date,Equity Market Beta,TIPS Duration Beta,Credit Market Beta
2019-01-29,1.8286932095320614,0.5399905257008163,3.856073197083537
2019-01-30,2.3900675827707576,0.8590553298450695,4.5307887658727415
2019-01-31,2.390859632739118,1.477772272389307,4.712815416803547
2019-02-01,2.3722468566253223,0.8334167102265914,4.804767710818676
2019-02-04,3.4260378243341694,-0.15277651206617743,5.001456489043472
2019-02-05,2.452227655185684,0.2813491541743175,3.6257209472929293
2019-02-06,2.147510915153081,0.2817155528678396,2.526796860457025
2019-02-07,1.5274696099375797,0.3724489894708696,1.512892912908875
2019-02-08,1.415974773495943,0.28049712518530984,1.3670929750801704
2019-02-11,1.3201887186645964,0.3161915517607205,1.0152275330017746
2019-02-12,1.7221476718309678,0.00693225930892092,1.8348667933593548
2019-02-13,2.029147111282125,0.21293741240377423,2.020792348510101
2019-02-14,1.583547177832903,0.6818441337095404,1.6904833261875722
2019-02-15,1.8584314463856428,0.6934012521547965,1.856055748883632
2019-02-19,1.6679353178640155,1.0944915222785876,1.6123906048669052
2019-02-20,1.304697840413481,1.2907668436554325,1.405584813399311
2019-02-21,1.6298879601955074,0.9922542720466755,1.9899293258655006
2019-02-22,1.7632881311142568,1.4749755941341713,1.9862583102715552
2019-02-25,1.790392698699272,1.18624952499653,1.9604678996542384
2019-02-26,1.4927480382959737,1.5666633574847761,1.836770771194276
2019-02-27,1.7269395868715243,1.442965661599529,2.0306415793402746
2019-02-28,1.7094210398340632,0.8659997991872628,2.0316080785083144
2019-03-01,1.4014994198152495,-0.07333115973951623,1.5104861680843853
2019-03-04,1.0035871492449413,-0.5949831790772988,1.1039761085963695
2019-03-05,0.9448334865306114,-0.19860901276907952,1.1055926354800683
2019-03-06,0.5305616240217875,0.19974627046694865,0.6997995072854476
2019-03-07,0.13729726476786286,0.3807644686584012,0.2722295737378746
2019-03-08,0.11609929511477564,0.5744479898265112,0.20118114242245108
2019-03-11,0.8691598326812447,0.35744921536726415,0.8784827562082129
2019-03-12,0.9501125775989944,0.5386792516572186,1.0806041035527483
2019-03-13,1.14327871713869,0.9496456359398033,1.305994024702583
2019-03-14,0.7159621559281646,0.8925561705685534,0.7449299307003739
2019-03-15,0.7693573166585767,1.358907686766423,0.9826251732031633
2019-03-18,0.9549612775824735,0.9915083729338476,0.9351181325357752
2019-03-19,0.6191895052963698,0.8781063758217968,0.6732351114718929
2019-03-20,0.4699368862166701,1.4181194063563225,1.074042059456353
2019-03-21,0.7606285591000035,1.3610366746140232,0.9673470960282223
2019-03-22,0.26177792690459184,1.9641455302726136,0.6965832801532607
2019-03-25,0.04636149054964909,1.5967462669820376,0.46022594352097784
2019-03-26,0.23475438427572728,1.462523612875814,0.6246704789580166
2019-03-27,0.09405374660197498,1.3357221121916376,0.5653721464690245
2019-03-28,0.22498598707855946,1.735580091664148,0.7296575214725954
2019-03-29,0.47983976750652124,2.169529241197697,1.047311519169744
2019-04-01,0.6550637702760173,1.9474117770323829,0.735375531000245
2019-04-02,0.7858483656904511,1.8874048035257327,0.9366069682475168
2019-04-03,0.8789878231137515,1.5366032855523732,1.0194649179102258
2019-04-04,1.1576399042232612,1.477803974318873,1.3398515750073232
2019-04-05,1.5848044246868724,1.269469916609406,1.600663626664844
2019-04-08,1.6747627497970083,1.0309839912813954,1.7095881005689921
2019-04-09,1.0442378280516882,1.1780236930090995,1.3032468762903413
2019-04-10,1.0327661934294126,1.4005377812535842,1.5723510782089394
2019-04-11,0.8138481435933324,0.9596330974384136,1.4511155893424788
2019-04-12,1.049011849034083,0.757329356448648,1.675483990743946
2019-04-15,0.8710283444300613,0.3833785610813636,1.5095573118355223
2019-04-16,0.7769295289254778,0.10295574198720926,1.4865216932589655
2019-04-17,0.6915260243066945,0.19322545475663735,1.1803859748185785
2019-04-18,0.8493883842452536,-0.27866691779484487,0.7902904307149866
2019-04-22,0.521666282565589,-0.3902519433709598,0.6382940588636693
2019-04-23,1.4268924271425174,-0.4790531082904755,1.3560955395695176
2019-04-24,1.379392075882059,-0.011792086215154313,1.2507842649143288
2019-04-25,1.1206903155627768,0.2116124103033958,1.0490747156102078
2019-04-26,1.4390797862021156,0.43431543133144696,1.2357747035979378
2019-04-29,1.3674275117753996,-0.022716857605438196,0.9883646902286144
2019-04-30,1.1815136463975262,-0.03432601655444487,0.7415901933719309
2019-05-01,0.5668164222711778,0.1617854449257114,0.43392935724979176
2019-05-02,0.48346149077469003,-0.4739797935232698,0.45713357283917266
2019-05-03,0.7410107868335555,0.2633882458394682,0.6793202940748667
2019-05-06,0.5272940241668546,0.36353058623335116,0.5734212113182641
2019-05-07,-0.14679201349721155,0.2846844764264076,-0.21997528748351836
2019-05-08,-0.21294135666323438,0.08418945325583564,-0.12681812039040768
2019-05-09,-0.1481574625249253,0.17307485434375633,-0.20872426506728567
2019-05-10,-0.09871313130964718,-0.006464235627473477,-0.3697517315925089
2019-05-13,-0.8648806837911043,0.5514060413582186,-1.436412066655485
2019-05-14,-0.7968855091562299,0.8768012647206941,-1.3645034304911352
2019-05-15,-0.6006104173995884,1.0658652951475551,-1.2033172545453727
2019-05-16,-0.3398529436879596,1.1584679974469505,-0.8444024863484271
2019-05-17,-0.463033630822872,1.058000223206041,-0.6375702850082949
2019-05-20,-0.7238584651732087,0.5299093011492843,-0.7766895381381022
2019-05-21,-0.4778704583744289,0.7205258266539021,-0.28929506677688904
2019-05-22,-0.8418006494678449,0.47312193942968167,-0.5545758635883689
2019-05-23,-1.1432325106556402,0.30405365875748797,-0.9157447834173644
2019-05-24,-1.057282197314597,0.514991056586449,-1.1011113817314033
2019-05-28,-1.4721460443970165,0.3027169273689691,-1.4453980994810183
2019-05-29,-1.7155346013350605,0.8820634000680231,-1.6663402161062417
2019-05-30,-1.6507146795822207,1.0908822755421075,-1.469121378173528
2019-05-31,-1.826423059856498,2.1666048237641777,-1.8638463084468404
2019-06-03,-1.8376320814619358,3.0369397539026104,-1.7736278938848942
2019-06-04,-1.4943803232354862,2.4252122522940445,-1.0351646539041985
2019-06-05,-1.1168620932999502,2.310440451221312,-0.8484805507246806
2019-06-06,-0.4136546785708111,2.164184099421313,-0.03537748660342934
2019-06-07,-0.06552653620505045,2.9637631743924615,0.18709327333863005
2019-06-10,0.17012408054311945,2.053966645955979,0.49174652572499084
2019-06-11,0.007244894453332741,1.6041554170034675,0.3507696360873953
2019-06-12,0.7484512981657867,1.4011911180257162,1.0479963796566136
2019-06-13,0.5941196890952943,1.3559514668396149,1.0578853416861989
2019-06-14,0.3760023156704327,0.8989275075146357,0.892494919348042
2019-06-17,0.10061641817266778,0.8552465247579574,0.43316724543939883
2019-06-18,0.629387596902633,1.5011756078194607,1.172109103713004
2019-06-19,0.9110693681163544,2.4053376778469557,1.7481587961220224
2019-06-20,0.9280476120019175,3.0613619051553216,1.9422162391168198
2019-06-21,0.9797273631152519,2.436951814560841,1.5316184507217032
2019-06-24,1.3347750899023574,2.4103848508368997,2.03174113697767
2019-06-25,0.9461370867006187,1.97445499303485,1.740160363792255
2019-06-26,1.213195256351014,1.7851424356070051,1.7887017684096207
2019-06-27,1.545006435262321,1.804775613542829,2.347954910598654
2019-06-28,1.623178243254538,1.4250882920753305,2.1667608670854746
2019-07-01,2.367138578497869,0.3670724819594304,2.9479784254946777
2019-07-02,2.5389159837231934,0.0934433897701645,3.007838822614789
2019-07-03,2.089901924053627,0.6766019758216565,2.367083847101742
2019-07-05,1.7691939919678017,0.2140934308895319,1.7153016674296115
2019-07-08,1.379561581081434,0.3131720244111718,1.301415691556331
2019-07-09,1.0994207718316389,-0.015784530619269252,0.9240356873459794
2019-07-10,1.105432855760293,0.8867436451106421,1.0515351228960341
2019-07-11,1.1882817124789007,0.6553975943162831,0.7118632032162425
2019-07-12,1.3890537981753581,0.8098587275117164,1.1107608824014672
2019-07-15,1.2669938278562929,1.085594301467797,0.9452712631249232
2019-07-16,1.198682378956873,1.075661655754143,0.8056109460993127
2019-07-17,0.968001690824785,1.5864912628332664,0.8300188011999807
2019-07-18,0.7530952921376277,1.327812824619042,0.17515967470237886
2019-07-19,0.5062286069897168,0.40108957072544055,-0.4720887223005734
2019-07-22,0.28528954043123167,-0.2752382412655532,-0.6412013080035435
2019-07-23,0.5541436577252562,0.25865674291477553,-0.14780336091220983
2019-07-24,0.7408282096658427,0.05109698154066335,-0.05547214037411454
2019-07-25,0.901667563904102,0.06151295600524943,0.2332042334963941
2019-07-26,1.146860158718784,0.09412522363158063,0.4998563360771935
2019-07-29,0.9753516522252181,-0.25547599420822226,0.07127967190433221
2019-07-30,0.7341790791100542,-0.11308957672308263,0.08280872510928654
2019-07-31,0.10623173490809128,0.3454827389727525,-0.12063084865186655
2019-08-01,-0.24381191435191965,0.7405453521282769,-0.3898159296070738
2019-08-02,-0.7162528561375354,0.4975995823559004,-0.9182716659506326
2019-08-05,-1.5911485252254098,1.3231731202316002,-1.5596392131503782
2019-08-06,-1.0155917227874531,1.7731103564700117,-0.7274987112349004
2019-08-07,-1.0351847406705503,1.70545496937687,-0.6240218667264881
2019-08-08,-0.5937598284974523,1.812019553081009,-0.505976130282664
2019-08-09,-0.8707432507476847,2.0814617212459794,-0.4492724354536389
2019-08-12,-1.3688246584912032,2.373952870226385,-0.9581805008954903
2019-08-13,-0.9192482784499364,1.84277247455975,-0.5867756702083259
2019-08-14,-1.712064013715197,2.2951308872688787,-1.2730770554346997
2019-08-15,-1.4342605506921602,2.596527177009437,-0.8566555298749421
2019-08-16,-1.108353967260146,1.9581159458410853,-0.5657041382691116
2019-08-19,-0.5806946276730477,1.6769984177251707,-0.10161803009573185
2019-08-20,-0.8869359081937871,1.8076918736560308,-0.35580840776748246
2019-08-21,-0.8575343341979407,1.709783486030165,-0.10017000666559311
2019-08-22,-1.0073671716533976,1.567334039502039,0.004119520004788324
2019-08-23,-1.6358197045178038,2.5111991169343613,-0.3204729886803528
2019-08-26,-1.5090476128249863,2.4581418582660786,-0.04196821727215794
2019-08-27,-1.5709865527117028,3.172919215892329,0.06178315301727042
2019-08-28,-1.2916000727825947,3.2338332834297794,0.2586123744745087
2019-08-29,-0.5812765068218949,3.108550549995064,0.5368379950576213
2019-08-30,-0.3283813742617558,2.1487503185484034,0.49437674314793
2019-09-03,-0.27652978643345133,1.9064795438540498,0.3560325431522367
2019-09-04,1.032112781062365,1.7796623304931478,1.6306832344867097
2019-09-05,0.9953366905822052,0.7345742630678311,1.3755761159068711
2019-09-06,1.001125859109239,0.7772387031740645,1.481095882553035
2019-09-09,0.4026770124708542,-0.19528757272121397,1.1843472659394614
2019-09-10,0.6100652499348422,-0.7884767954888983,1.3843415997018977
2019-09-11,1.225578586909704,-1.4309929893469517,1.7284690829326408
2019-09-12,0.8429796951936751,-1.325282972059041,1.3365134850734717
2019-09-13,1.7889658380889022,-2.2899141469382434,2.0652568047302795
2019-09-16,1.6020319922633315,-2.099141261509988,2.1301962966342183
2019-09-17,1.2103157340015647,-1.5789473148593307,1.8427600869572245
2019-09-18,0.8468349949845039,-1.4978685614407197,1.4879081292734138
2019-09-19,1.0899938961446605,-1.4102053393195932,1.2886603254156819
2019-09-20,0.6816719247462611,-0.5935030915312047,0.9821322429174169
2019-09-23,0.6839793420020763,-0.3138122952290696,0.7489064121056355
2019-09-24,1.262664657768476,-0.752498467520835,1.0774529826633708
2019-09-25,1.0989419934389288,-1.2676004269772354,0.47067190151943544
2019-09-26,1.1581004912135446,-1.775125626642788,0.4477227974411533
2019-09-27,0.7622084940595226,-2.2088902877740826,0.08860860060798484
2019-09-30,0.5077259890313454,-2.175751253325732,0.10034179026354119
2019-10-01,0.14772083012554893,-1.460456748718983,-0.039488829499008206
2019-10-02,-0.22156961748746373,-1.310977437017942,-0.34379779525393445
2019-10-03,-0.3173999649826462,-1.2225001823753037,-0.493689765622081
2019-10-04,-0.2969563105696957,-0.2718467277989428,-0.5722827568452127
2019-10-07,-0.4526039162570142,-0.7223223703124435,-0.7450030849603164
2019-10-08,-0.9406710594403668,-0.19709447114695228,-1.2174491970119234
2019-10-09,-0.6488858883490789,0.26872356782566653,-0.9743024625108624
2019-10-10,-0.6593254514757187,0.00853527428251464,-0.8359194913742933
2019-10-11,-0.45117112192021724,-0.28478357724219017,-0.4777646415265537
2019-10-14,-0.4648828264673271,0.6651326584026248,-0.2246319214825566
2019-10-15,-0.06809836454598611,-0.5129517568685898,-0.36151502645310096
2019-10-16,-0.1954284866024432,-0.4798904965409174,-0.4993575844608785
2019-10-17,-0.1232551510726078,0.08501704830403277,-0.30390725716662914
2019-10-18,-0.2560061055780784,0.030289334567664278,-0.16615991230035465
2019-10-21,0.09839778190903624,-1.0616469093193448,-0.2578562567481742
2019-10-22,0.004347156925670679,-0.8552810488643126,-0.18887221802808002
2019-10-23,0.33959405013840627,-1.0474158399915598,0.04135708572625708
2019-10-24,0.2065781903100661,-0.3165440421932131,0.2606528252694623
2019-10-25,0.3992776081242142,-0.3704871763338942,0.41091693956027237
2019-10-28,0.7463826029992938,-0.7824763864040956,0.5153537812048479
2019-10-29,0.590851673245345,-1.2040494475222163,0.2144859868281565
2019-10-30,1.0679754999104623,-0.9818460566892582,0.31989651202796326
2019-10-31,1.5564532880818829,-0.5929881498377905,0.5678028401638701
2019-11-01,1.590945114673439,-0.807440372800519,0.9428581469117284
2019-11-04,1.285773072551507,-1.2783077917146828,0.8356355591919189
2019-11-05,1.3895422876115018,-1.1733115548256714,0.8128281536460319
2019-11-06,1.9065072911814551,-0.6568640278053793,1.0727807872299866
2019-11-07,1.7120770261145515,-1.1004429436954555,0.7198510066793974
2019-11-08,1.5727915866281,-0.7779777104274499,0.684172971862476
2019-11-11,1.1780001796971664,-0.3231249858231196,0.20602548478517826
2019-11-12,1.2815172328194608,-0.5508789643055312,0.15955279104866918
2019-11-13,0.976171075571431,-0.018401348043250016,-0.1645470994168339
2019-11-14,1.0739805654161576,0.07898254096638739,-0.14162728758127072
2019-11-15,1.2107523328119465,-0.2471032015119635,0.020692789280421047
2019-11-18,1.3757990320126872,-0.19297743983271723,-0.12947702003351283
2019-11-19,1.1491013302465862,0.4378521842122042,-0.5225947780522872
2019-11-20,1.134547647968925,0.544060454101734,-0.7537277987840645
2019-11-21,0.9901415668858867,0.1752103410584317,-0.822186257135677
2019-11-22,1.0089269342156018,0.1424623254933743,-0.5556580152055124
2019-11-25,1.125150352502875,0.26142753938472174,-0.370652137289563
2019-11-26,1.017736316094695,1.1449793509100623,-0.24388407908313062
2019-11-27,1.169624753772705,1.2140110808054014,0.06719215231811397
2019-11-29,0.9528521792772799,0.4480247559477173,-0.025528923772339736
2019-12-02,0.7665038701677609,-0.12393377469785787,0.2533328742663728
2019-12-03,0.26513031916067453,0.4711880422512448,-0.31672538171965586
2019-12-04,0.33197588939990724,0.47167615597357415,-0.22320860301132406
2019-12-05,0.422835300568434,0.5271400535719759,0.03141212485274656
2019-12-06,0.7019047795788976,0.03808176243539404,0.2865157552760252
2019-12-09,0.49202159649602506,0.7790740336531043,0.3330116497412754
2019-12-10,0.37979817299143803,0.8231880178481995,0.4836453477747208
2019-12-11,0.5286941332611169,1.20340459604986,0.7506998110622985
2019-12-12,0.7330416498556437,0.6052728586337529,0.9593691879034885
2019-12-13,0.74174894338779,1.006764133815899,1.1692366657509747
2019-12-16,0.9129237249331321,0.4183954365500802,1.425512867007947
2019-12-17,0.6911497981648846,0.7447999755110628,1.433282726101217
2019-12-18,0.6698290466713284,0.3528575804057548,1.748005671451572
2019-12-19,0.8084655378561814,0.32930970242232666,2.060949648977883
2019-12-20,1.0665122816268893,-0.22229054960103362,2.122691038871053
2019-12-23,1.1670008577106232,-0.15778454229948716,2.145748499647162
2019-12-24,1.0968015931823694,-0.049659338225595304,1.836351846894525
2019-12-26,1.0196902456133266,-0.10365692706920554,1.7165086488875554
2019-12-27,0.9396076912820337,-0.3298194872618714,1.552567559917698
2019-12-30,0.6233654710938005,-0.03893702958510829,1.3539967695849808
2019-12-31,0.8176903260677072,0.1234774106208072,1.669886161435397
2020-01-02,1.3889240608001874,0.9210558521060567,2.1699394425017475
2020-01-03,1.3607702907991888,0.7204714679407577,2.207673701147395
2020-01-06,1.2852219702795091,0.4840647216760522,1.7948744242492707
2020-01-07,1.1370336345768515,0.2800724470913282,1.5488141238330857
2020-01-08,1.016175076587327,0.24804761636582442,1.5004943724754376
2020-01-09,1.3341213735035893,0.20475799618774634,1.766937578973276
2020-01-10,1.277206221671529,0.6151197823363121,1.5548708833280138
2020-01-13,1.4068853379632327,0.14967211406909176,1.3443849626973328
2020-01-14,1.0817630618253815,0.9405294284926786,1.1000076630147102
2020-01-15,1.1348865546623872,0.5267901758008027,1.0185917494363725
2020-01-16,1.180994776407903,0.6147703312390946,0.8561251969442302
2020-01-17,1.2738494832317773,0.23650419038831313,0.4651857238604696
2020-01-21,1.208820582724412,0.787187923480529,0.06501076240188883
2020-01-22,1.0815047249874854,0.4956472081869507,0.300368817357966
2020-01-23,0.9783703008831719,0.8194153740587571,0.14114238353386402
2020-01-24,0.6464752153309479,1.3180096030555126,-0.3277279719836372
2020-01-27,0.13953732570119262,1.4561701544051149,-1.0816110531451524
2020-01-28,0.29882807287125457,1.1747763784215908,-0.3731301490356268
2020-01-29,0.280777666874036,1.5943883743521583,-0.38468501835722285
2020-01-30,0.5555468462309875,1.6906784040749552,-0.2134826950237507
2020-01-31,-0.0908461919969897,2.3717526833184404,-0.7155612514186747
2020-02-03,-0.14958706561688967,1.4434272185476915,-1.1498585111546233
2020-02-04,0.5577199756279589,0.313651133212551,-0.4545210372180045
2020-02-05,0.8001916690896792,0.26135431526607367,0.05922951266375115
2020-02-06,0.9966548337384712,0.8861644165484373,0.23073513043902666
2020-02-07,0.6582758573326808,1.5219388124425453,-0.009330167952908893
2020-02-10,0.679760405937043,1.726547602264699,-0.1343558656113091
2020-02-11,0.8258642091688232,0.9698208063551607,-0.10001064872396224
2020-02-12,0.8121568122585242,0.8627621084493773,0.16214950754746546
2020-02-13,0.8267108509231995,0.9577601536115948,0.20767924593075987
2020-02-14,0.8058793279388337,0.9569507638333966,0.17352019611360142
2020-02-18,0.4630784494801442,1.4413754570106578,-0.06570320864338035
2020-02-19,0.5152857237419406,1.594349037916158,0.05947536054425602
2020-02-20,0.44755169381019977,1.4280568198935035,0.44771046700856526
2020-02-21,0.12080318913163736,1.750589015827073,0.17354238305640307
2020-02-24,-0.9430184568305352,2.0780574196801562,-0.6044631026211315
2020-02-25,-1.5905253002194362,1.5823053715985804,-0.8835102761476207
2020-02-26,-1.2223807187825122,1.227004206041663,-0.10402255151487665
2020-02-27,-2.85022180707276,1.7942061049477203,-2.30357497327687
2020-02-28,-2.945053561587832,1.5321051219585804,-1.8460150069901813
2020-03-02,-1.8280220344665399,1.6893786652531337,-1.1987086964609106
2020-03-03,-2.138364906972183,2.4314634514800813,-1.2176918804126269
2020-03-04,-1.1497896371607095,2.547133214669359,0.16262741766924715
2020-03-05,-2.5714066585397912,3.5060097474933802,-1.6992528074900382
2020-03-06,-3.3582718768510462,4.754771810065827,-3.213950138538605
2020-03-09,-5.595785458722856,1.8279415026879653,-7.477602022652608
2020-03-10,-4.142755359134089,-2.3375783008646285,-5.908211966658785
2020-03-11,-5.636782690394784,-5.320410575321471,-8.09619276456509
2020-03-12,-8.095218550779247,-5.250240385576176,-11.851563070529973
2020-03-13,-6.302733869617934,-4.649330448755708,-9.300377647058372
2020-03-16,-8.972875002874957,-5.743362755830604,-14.346460275611262
2020-03-17,-7.824987019585614,-9.194752898315665,-13.527395122121728
2020-03-18,-8.937641197999042,-10.878179497319348,-17.199145494801595
2020-03-19,-8.995751608794947,-8.59716406690306,-19.109367550688336
2020-03-20,-9.85395050519977,-3.6070604821082695,-21.071240558263387
2020-03-23,-10.178956647788953,-1.5349542739121749,-22.276951452529484
2020-03-24,-7.523987717616499,-2.0329718456229684,-18.162083551111806
2020-03-25,-6.4317603336288665,-0.6274452048375109,-15.248419337201668
2020-03-26,-4.906299895659449,0.07694302036868807,-11.438884850660843
2020-03-27,-4.494333729642255,0.11771620227901758,-9.986585751205835
2020-03-30,-3.5210698425729023,-2.081279510099136,-9.582101429422124
2020-03-31,-5.049735319496344,-2.8082285084376566,-10.988007265920423
2020-04-01,-5.485754690193997,-3.3031275827555855,-13.072016384619186
2020-04-02,-5.948448656249397,-1.2443011501876755,-13.585860842341166
2020-04-03,-5.4631935006972725,-0.5378767508475812,-14.360657611879157
2020-04-06,-3.2968369555491557,-1.449029487867545,-11.255386449269073
2020-04-07,-0.9264535013762202,1.081401572923414,-7.238974879018261
2020-04-08,-1.444786213914915,3.934191943040727,-6.25929676298265
2020-04-09,0.5371474322138322,8.258183482947942,2.151721793291727
2020-04-13,3.547581683350941,8.820610526630617,4.8939392138456075
2020-04-14,1.7696762197304685,8.686035578862377,2.107484364237879
2020-04-15,5.0061215720939725,9.768938316305897,7.066652132713287
2020-04-16,3.3302857589442905,12.463947959896384,5.960253494592398
2020-04-17,6.131486699841527,13.510618930302954,11.445224480785816
2020-04-20,5.40154860032763,10.437806977769949,12.295940018912516
2020-04-21,5.884775193810567,5.284464152878193,12.77450579568999
2020-04-22,7.688727338557934,3.638855983374461,15.637902918810175
2020-04-23,4.47882821281519,3.487412968469632,10.979259813072984
2020-04-24,4.442864091748788,2.9780572152851854,6.91183244386164
2020-04-27,2.9737441797927238,2.0698653734263694,2.631318248310839
2020-04-28,3.8536084744538472,2.094113756996654,2.6774557359982825
2020-04-29,3.641525877510857,4.0014422238801135,3.604299458849399
2020-04-30,3.8378094139487193,3.4932509860976593,4.651745297344372
