Date,VIX Tightness Shock,HY Spread Tightness Shock,T10Y2Y Tightness Shock,Equity Market Beta,TIPS Duration Beta,Credit Market Beta,Downside Market Shock,Real Yield Shock
2010-02-12,0.3657130274829309,0.9300000000000006,-0.03000000000000025,-0.057407194396413175,-0.0017678237349513237,-0.05361385335085622,-0.057407194396413175,0.030000000000000027
2010-02-16,0.29580344366460365,0.9099999999999993,-0.07000000000000028,-0.04515812614798809,-0.0014705726993249346,-0.04532075011490233,-0.04515812614798809,0.020000000000000018
2010-02-17,0.20941211541876736,0.6399999999999997,-0.14000000000000057,-0.02974301548654601,-0.006612224873506656,-0.034109850897870664,-0.02974301548654601,0.11999999999999988
2010-02-18,-0.03295620081943662,0.41000000000000014,-0.17000000000000037,-0.036068035963198075,-0.006714104455873171,-0.025383169514682447,-0.036068035963198075,0.1299999999999999
2010-02-19,-0.2888382163861136,0.1999999999999993,-0.08000000000000052,-0.024145990961514374,-0.009942410113756517,-0.0173919509518784,-0.024145990961514374,0.20999999999999996
2010-02-22,-0.22326263488230058,0.08000000000000007,-0.12000000000000055,-0.0048341455207793205,-0.014297544717207011,-0.0005353881238877589,-0.0048341455207793205,0.26
2010-02-23,-0.11770254651013956,0.15999999999999925,-0.07000000000000028,0.005494298239389517,-0.010312607127910822,0.0017088789061907583,0.0,0.18999999999999995
2010-02-24,-0.1117427669688027,0.16999999999999993,-0.10000000000000053,0.009565645901946862,-0.0096752868044917,0.004037306132197438,0.0,0.17999999999999994
2010-02-25,-0.14562652039435975,0.2400000000000002,-0.040000000000000036,0.012441764059273552,-0.012686224296241444,0.0028842077636088703,0.0,0.19999999999999996
2010-02-26,-0.21298253425677982,0.20000000000000018,-0.020000000000000018,0.008285254434424294,-0.008047505868700844,0.009254012090979646,0.0,0.1299999999999999
2010-03-01,-0.21019295041876862,0.1200000000000001,-4.440892098500626e-16,0.03057925675339357,-0.009235875652247594,0.014335790051525965,0.0,0.10999999999999988
2010-03-02,-0.17144038022188246,0.040000000000000036,-0.020000000000000018,0.044789690129632964,-0.012138996329855378,0.02610339547375684,0.0,0.15999999999999992
2010-03-03,-0.1890941287490271,0.08000000000000007,0.029999999999999805,0.02970819032374794,-0.012124956494738104,0.022230163990078156,0.0,0.16999999999999993
2010-03-04,-0.4023432780576558,-0.09999999999999964,0.05999999999999961,0.020474601711075957,-0.012860529961772227,0.019965700526805685,0.0,0.17999999999999994
2010-03-05,-0.4729380292505665,-0.4399999999999995,0.029999999999999805,0.040243579535917284,-0.01100891954267158,0.020832736235302907,0.0,0.17999999999999994
2010-03-08,-0.4670178760173809,-0.5800000000000001,0.0,0.07356237163177104,-0.014494269634219847,0.03576287148241808,0.0,0.21999999999999997
2010-03-09,-0.44047237651980553,-0.6499999999999995,0.0,0.07312937672802211,-0.010999262242583518,0.046366230095754135,0.0,0.15999999999999992
2010-03-10,-0.38112313201431103,-0.7699999999999996,-0.010000000000000231,0.08574933701050957,-0.010540531025416744,0.05130057254172549,0.0,0.1399999999999999
2010-03-11,-0.3518938696785652,-0.8300000000000001,0.04999999999999982,0.07675791698029943,-0.005986733425391355,0.04823946750359598,0.0,0.11999999999999988
2010-03-12,-0.3271363835028238,-0.9199999999999999,0.09999999999999964,0.0789646579832961,-0.00044100833804372463,0.06277469324719087,0.0,0.010000000000000009
2010-03-15,-0.2519100392544461,-0.8899999999999997,0.1200000000000001,0.06806586358348721,0.0017693908122131674,0.05726974953507469,0.0,-0.010000000000000009
2010-03-16,-0.24801479557257666,-0.8599999999999994,0.1299999999999999,0.0774712636301449,0.005519377967878825,0.06150166607678176,0.0,-0.040000000000000036
2010-03-17,-0.268287278597964,-0.6899999999999995,0.18999999999999995,0.06706691360144568,0.004736172779930881,0.051103346275279904,0.0,-0.020000000000000018
2010-03-18,-0.2352527321474127,-0.6300000000000008,0.20999999999999996,0.061491097026879826,0.002632010595884582,0.04463633576330328,0.0,-0.010000000000000009
2010-03-19,-0.1846251776122616,-0.5799999999999992,0.16999999999999993,0.04992867581567717,0.001576350300662499,0.029675356449595958,0.0,0.020000000000000018
2010-03-22,-0.186521925531402,-0.4800000000000004,0.25,0.05335719831106567,0.005624177036335221,0.027668980049932346,0.0,-0.040000000000000036
2010-03-23,-0.28906101880410695,-0.5999999999999996,0.16999999999999993,0.060574958742358964,0.0073761140771984035,0.02625244429014506,0.0,-0.06000000000000005
2010-03-24,-0.16419249437862826,-0.7300000000000004,0.0900000000000003,0.06840085569783971,-0.0038119844389996604,0.033164687332437826,0.0,0.10000000000000009
2010-03-25,-0.10737266745520002,-0.8700000000000001,0.029999999999999805,0.05694263080644291,-0.00324073415416104,0.03166885227233607,0.0,0.1399999999999999
2010-03-26,-0.11176105162132577,-0.8600000000000003,0.0,0.05773956973756644,-0.001987188743498236,0.031201423048708543,0.0,0.1100000000000001
2010-03-29,-0.09203973697900547,-0.9199999999999999,-0.040000000000000036,0.06378119974299357,-0.005255478598030772,0.0256113081060807,0.0,0.17999999999999994
2010-03-30,-0.10588326695670269,-0.8900000000000006,-0.009999999999999787,0.05356593141512156,-0.004522823204796023,0.023789972191073483,0.0,0.19999999999999996
2010-03-31,-0.06864557752659761,-0.7400000000000002,0.0,0.04707528657872939,-0.0009607003093095035,0.013999766095420307,0.0,0.14000000000000012
2010-04-01,-0.0634004791657169,-0.7199999999999998,-0.029999999999999805,0.05329562055161974,-0.0007512230420655408,0.010504193297374842,0.0,0.15000000000000013
2010-04-05,-0.020694793852764404,-0.7399999999999993,-0.050000000000000266,0.05867431343437479,-0.008852779716573944,0.009232821133514646,0.0,0.21999999999999997
2010-04-06,-0.08835072912712905,-0.6399999999999988,-0.020000000000000018,0.04621623780473394,-0.0026914417878807217,0.009795374692046943,0.0,0.18999999999999995
2010-04-07,-0.07162863037593548,-0.5300000000000002,-0.010000000000000231,0.040058030001382194,0.005240206159710992,0.011057156638686116,0.0,0.07000000000000006
2010-04-08,-0.11632453784542152,-0.47999999999999954,-0.009999999999999787,0.04192823466234885,0.002531957963663345,0.008414367599533401,0.0,0.09000000000000008
2010-04-09,-0.10949195475650575,-0.4900000000000002,-0.06000000000000005,0.04411877393956409,0.004658985198527477,0.009557674467577604,0.0,0.07000000000000006
2010-04-12,-0.11761028811042307,-0.4500000000000002,-0.05999999999999961,0.041429948099955594,0.0063016334960570575,0.01070092899886066,0.0,0.07000000000000006
2010-04-13,-0.10170646462095778,-0.47999999999999954,-0.020000000000000018,0.04212279381238182,0.004561289025919235,0.013213300134527595,0.0,0.040000000000000036
2010-04-14,-0.12213856338638995,-0.6099999999999994,-0.08000000000000007,0.05367611885505785,0.003500978793440579,0.017108782678209478,0.0,0.1200000000000001
2010-04-15,-0.058802751087700056,-0.6100000000000003,-0.11999999999999966,0.0462114928679036,0.0026399620295105564,0.01639163676910038,0.0,0.09000000000000008
2010-04-16,0.11379053979182752,-0.46999999999999886,-0.10999999999999988,0.023497856263508865,0.0028343825422163516,0.008185644989422425,0.0,0.010000000000000009
2010-04-19,0.037176019133985605,-0.41000000000000014,-0.13999999999999968,0.02788222868602519,0.0044657215500696346,0.0047696658601439346,0.0,-0.010000000000000009
2010-04-20,-0.04978013321845953,-0.4999999999999991,-0.10999999999999988,0.042338580625953526,0.008802740929957809,0.02065418305717648,0.0,-0.010000000000000009
2010-04-21,0.01855176121679214,-0.46999999999999975,-0.07000000000000028,0.03490880636559024,0.009561572067558588,0.015925281562019666,0.0,-0.07000000000000006
2010-04-22,-0.04565155772546381,-0.3699999999999992,0.029999999999999805,0.030746804483867907,0.00744902426109828,0.013079564161675217,0.0,-0.14000000000000012
2010-04-23,-0.08497713803465057,-0.35999999999999943,0.06999999999999984,0.04253741967344249,0.0157220069038555,0.02025873897276287,0.0,-0.17999999999999994
2010-04-26,0.0004051933628272941,-0.39999999999999947,0.07999999999999963,0.04029114296508962,0.017972179939382382,0.017843623945055453,0.0,-0.16000000000000014
2010-04-27,0.3162014824591124,-0.2599999999999998,0.1599999999999997,0.016298262702127753,0.022613347353703794,0.005342664493391824,0.0,-0.2899999999999998
2010-04-28,0.26650877664279204,-0.27999999999999936,0.04999999999999982,0.017558378401257402,0.021859566326415836,0.004777342494265424,0.0,-0.26
2010-04-29,0.11441811155352599,-0.3199999999999994,0.06999999999999984,0.02947168219762375,0.026309471674807794,0.012728989493355769,0.0,-0.29000000000000004
2010-04-30,0.31701023461694067,-0.22999999999999954,0.11999999999999966,0.015469891957770487,0.02514992045721476,0.019244306793176236,0.0,-0.32000000000000006
2010-05-03,0.239478551107835,-0.25,0.1299999999999999,0.021646779684745043,0.023518221544921225,0.02159800726259231,0.0,-0.3699999999999999
2010-05-04,0.44601955977960317,0.02999999999999936,0.16000000000000014,-0.010440858081970594,0.03235325584459603,0.011586754313947845,-0.010440858081970594,-0.3899999999999999
2010-05-05,0.5373180913137635,0.2599999999999998,0.13999999999999968,-0.018649191656518127,0.0287342165173905,-0.008693107434002978,-0.018649191656518127,-0.3799999999999999
2010-05-06,0.8300287814062294,0.54,0.16999999999999993,-0.04579276175467584,0.026131722307429328,-0.034717667726648416,-0.04579276175467584,-0.30000000000000004
2010-05-07,1.0869279772032419,0.7699999999999996,0.19999999999999973,-0.06323160743326706,0.02490009458738096,-0.0364717211426534,-0.06323160743326706,-0.28
2010-05-10,0.8118325494379113,0.5700000000000003,0.11999999999999966,-0.028356236142219937,0.020922167998126184,-0.019895500922267773,-0.028356236142219937,-0.22999999999999998
2010-05-11,0.8284984427053853,0.6600000000000001,0.08999999999999986,-0.03265415333600474,0.0200028542663786,-0.021254795840422225,-0.03265415333600474,-0.20999999999999996
2010-05-12,0.6898337777358096,0.5199999999999996,0.10000000000000009,-0.019861625469808297,0.020370516679819817,-0.011980748217301329,-0.019861625469808297,-0.21999999999999997
2010-05-13,0.7729426441780093,0.5699999999999994,0.1299999999999999,-0.04290772012170718,0.02251103731115034,-0.020761927907643307,-0.04290772012170718,-0.26
2010-05-14,0.9246140823524435,0.8100000000000005,0.16999999999999993,-0.06101081859755919,0.022546160503439383,-0.029043404419278773,-0.06101081859755919,-0.22999999999999998
2010-05-17,0.7563663097738402,0.79,0.1499999999999999,-0.04532530906268817,0.016661013039375616,-0.022393428179577124,-0.04532530906268817,-0.1499999999999999
2010-05-18,0.8997947576769962,0.8700000000000001,0.19999999999999973,-0.06184753946727495,0.02437056024002615,-0.02256331258924582,-0.06184753946727495,-0.24
2010-05-19,1.0454007409311727,1.0499999999999998,0.20999999999999996,-0.07544669555799044,0.01541633079257232,-0.038613141088450265,-0.07544669555799044,-0.1499999999999999
2010-05-20,1.3043254104138575,1.37,0.25,-0.10873550594280013,0.012226180369879547,-0.06738541053897185,-0.10873550594280013,-0.05999999999999983
2010-05-21,1.170871294436827,1.5199999999999996,0.29000000000000004,-0.09841353991398849,0.015795957663500504,-0.045871795137289006,-0.09841353991398849,-0.1299999999999999
2010-05-24,1.117374798881544,1.5299999999999994,0.28000000000000025,-0.11575432826675502,0.014646707073814325,-0.05058878243286247,-0.11575432826675502,-0.11999999999999988
2010-05-25,0.969415313994005,1.8200000000000003,0.3700000000000001,-0.11149542634835063,0.01042984151322024,-0.05171308951914766,-0.11149542634835063,-0.1299999999999999
2010-05-26,0.6755947437242876,1.5200000000000005,0.29000000000000004,-0.0954593802363004,0.006481601307867457,-0.05110012280985832,-0.0954593802363004,-0.07000000000000006
2010-05-27,0.5989543771372481,1.37,0.2999999999999998,-0.0722060304503983,0.0047765938761272775,-0.038654561742380245,-0.0722060304503983,-0.06999999999999984
2010-05-28,0.8047171752571046,1.3600000000000003,0.20000000000000018,-0.09506845986436585,0.005138625039784683,-0.04365258072650113,-0.09506845986436585,0.010000000000000009
2010-06-01,0.88202726887332,1.4699999999999998,0.13000000000000078,-0.09494143682599532,2.7701465451057672e-05,-0.05126229661144055,-0.09494143682599532,0.030000000000000027
2010-06-02,0.5501473481539191,1.3600000000000003,0.0600000000000005,-0.08325716152145168,0.0007513384410946511,-0.04627293438838087,-0.08325716152145168,0.040000000000000036
2010-06-03,0.48173148658202103,1.0199999999999996,0.05000000000000071,-0.05794787180128602,-0.00028646690418188125,-0.03604843676449321,-0.05794787180128602,0.030000000000000027
2010-06-04,0.3693360960341614,0.8799999999999999,0.10000000000000053,-0.08560166281332804,0.005599278260970175,-0.0281642008889339,-0.08560166281332804,-0.040000000000000036
2010-06-07,0.15158201953623718,0.71,0.11000000000000032,-0.06596427392597581,0.001913002249926743,-0.010351921571635114,-0.06596427392597581,0.0
2010-06-08,0.3688288871522599,1.0199999999999996,0.1800000000000006,-0.041703920537083716,0.0015279307503406336,-0.008683464700159349,-0.041703920537083716,-0.010000000000000009
2010-06-09,0.38774960804353753,0.9199999999999999,0.17000000000000037,-0.08703563781412693,0.0054100354832786746,-0.024775432674537523,-0.08703563781412693,-0.050000000000000044
2010-06-10,0.392934517787081,1.0100000000000007,0.050000000000000266,-0.05767058908930489,-0.0038773228550161853,-0.013676511394302815,-0.05767058908930489,0.040000000000000036
2010-06-11,0.28925295237833204,1.13,0.11000000000000032,-0.06615591323474479,0.0006769671523574328,-0.024189517280776895,-0.06615591323474479,0.010000000000000009
2010-06-14,0.11104421027491351,0.8300000000000001,0.0600000000000005,-0.05586655957645792,-0.00017070112417172378,-0.016813297055119025,-0.05586655957645792,0.030000000000000027
2010-06-15,0.0290267540521133,0.6699999999999999,0.05000000000000071,-0.01659494201917111,-0.004398236978256476,-0.0014850108346931012,-0.01659494201917111,0.06000000000000005
2010-06-16,-0.056913397669279164,0.5099999999999998,0.020000000000000462,-0.017463557768459537,0.002191013593568991,0.0006163196515847069,-0.017463557768459537,-0.030000000000000027
2010-06-17,-0.14323529147068126,0.3200000000000003,-0.009999999999999787,-0.002313567126964844,0.0018300505989521376,0.010244516382617697,-0.002313567126964844,-0.030000000000000027
2010-06-18,-0.48358008320092416,-0.09999999999999964,-0.08999999999999941,0.004488080835247876,0.006546265197814538,0.02055248838825241,0.0,-0.07000000000000006
2010-06-21,-0.3204862459909328,-0.33999999999999986,-0.1599999999999997,0.04091575970486194,0.007209089056450013,0.055700171055523606,0.0,-0.1200000000000001
2010-06-22,-0.18887856904182632,-0.21999999999999975,-0.08999999999999986,0.008993418575875323,0.008912243109795215,0.027500742123710564,0.0,-0.13000000000000012
2010-06-23,-0.0972378858563544,-0.41999999999999993,-0.17999999999999972,0.01893677340038491,0.010148506360241116,0.025201930004220108,0.0,-0.16000000000000014
2010-06-24,-0.003918807021654369,-0.1800000000000006,-0.1599999999999997,0.0010300818367385833,0.010639922885744557,0.019368238583811204,0.0,-0.10000000000000009
2010-06-25,0.10787954281168144,0.020000000000000462,-0.07999999999999963,0.011320695361351829,0.012243260312256421,0.036440535970295285,0.0,-0.09000000000000008
2010-06-28,0.04382782347902636,0.02999999999999936,0.040000000000000036,-0.02454341976098362,0.01836666180295432,0.024597487656919936,-0.02454341976098362,-0.16000000000000014
2010-06-29,0.1401987687341617,0.07999999999999918,0.18999999999999995,-0.04264612487744002,0.013556894075335446,0.012659987131087291,-0.04264612487744002,-0.18000000000000016
2010-06-30,0.04401084989159898,0.08999999999999986,0.1499999999999999,-0.03551482079024315,0.014712778659207615,0.015915746714613155,-0.03551482079024315,-0.17000000000000015
2010-07-01,0.14646894615411044,0.1299999999999999,0.19999999999999973,-0.06418108060222139,0.009970222304319432,0.01554808922830242,-0.06418108060222139,-0.15000000000000013
2010-07-02,0.08661820382987806,0.20000000000000018,0.19999999999999973,-0.07247558863146364,0.007586455464274389,0.015424698312123564,-0.07247558863146364,-0.07000000000000006
2010-07-06,-0.24743650706282438,-0.040000000000000036,0.06000000000000005,-0.03239622759533445,0.0023519566314420537,0.0292135553758055,-0.03239622759533445,0.0
2010-07-07,-0.263729222965842,-0.16999999999999993,0.029999999999999805,0.010663205544162224,-0.0026581822089867257,0.04891184557618655,0.0,0.050000000000000044
2010-07-08,-0.30672077196264447,-0.27999999999999936,0.009999999999999787,0.009846055496520512,0.0014029739310998934,0.05211964527212509,0.0,-0.040000000000000036
2010-07-09,-0.24142924636809482,-0.3100000000000005,0.06000000000000005,0.022853987313203206,0.0011199544813695894,0.047427228952024114,0.0,-0.020000000000000018
2010-07-12,-0.20521984050516429,-0.41999999999999993,0.020000000000000018,-0.005552551022354302,0.007880801376216384,0.036006834166923296,-0.005552551022354302,-0.09000000000000008
2010-07-13,-0.1926043148921497,-0.45999999999999996,-0.010000000000000231,0.004574582950875872,0.0009286378995765343,0.042542977951215866,0.0,-0.010000000000000009
2010-07-14,-0.08434627927351934,-0.35000000000000053,0.03999999999999959,0.006041711679214634,0.0037735627603270316,0.040227045438903763,0.0,-0.08000000000000007
2010-07-15,-0.07623482544412263,-0.23999999999999932,0.08999999999999986,-0.016054887618143998,0.006338235540563453,0.031752250145036465,-0.016054887618143998,-0.1100000000000001
2010-07-16,0.001482734000763819,-0.14000000000000057,0.10000000000000009,-0.042805858167903055,0.0008375840824961234,0.024642814676254954,-0.042805858167903055,-0.030000000000000027
2010-07-19,0.03472824298279975,-0.05000000000000071,0.08000000000000007,-0.03869740634214536,-0.00782094292229607,0.02040930015238085,-0.03869740634214536,0.07000000000000006
2010-07-20,-0.08265483030796517,0.11000000000000032,0.10999999999999988,-0.029088314787106495,-0.005008703453610042,0.024207087542849726,-0.029088314787106495,0.030000000000000027
2010-07-21,-0.09841505943283779,0.0,0.11000000000000032,-0.03895493973416009,-0.0003823985968197663,0.020073790790503976,-0.03895493973416009,-0.050000000000000044
2010-07-22,-0.13263103435649282,-0.15000000000000036,0.07000000000000028,-0.0010035728299628843,-0.003669013292490364,0.03657270049261174,-0.0010035728299628843,0.010000000000000009
2010-07-23,-0.284893436526219,-0.2999999999999998,0.010000000000000231,0.010802925489293402,-0.00639547338221913,0.0419873561665689,0.0,0.050000000000000044
2010-07-26,-0.27573710394178963,-0.3600000000000003,0.020000000000000018,0.03854019460810232,-0.003213574943196962,0.049666647525680174,0.0,0.010000000000000009
2010-07-27,-0.27197341958671617,-0.5,-0.040000000000000036,0.03411503311232211,-0.008082233060973554,0.04348020400332864,0.0,0.050000000000000044
2010-07-28,-0.4031606138291811,-0.5899999999999999,-0.10000000000000009,0.030689545981872568,-0.007118952864386685,0.03894304297129181,0.0,0.050000000000000044
2010-07-29,-0.4201219593214016,-0.6499999999999995,-0.1200000000000001,0.058343519125479526,-0.006736002424578502,0.05264890004255296,0.0,0.07000000000000006
2010-07-30,-0.3975912790240065,-0.5999999999999996,-0.10000000000000009,0.06830065986642864,-0.002429830685683476,0.051532248605307585,0.0,-0.010000000000000009
2010-08-02,-0.320336005754982,-0.5899999999999999,-0.010000000000000231,0.09731415765310958,0.0051155514710412575,0.051985116765411954,0.0,-0.08000000000000007
2010-08-03,-0.2765627420024802,-0.5899999999999999,-0.03000000000000025,0.09804320626515772,0.012317096269977457,0.05173688387228337,0.0,-0.19999999999999996
2010-08-04,-0.2003498323681322,-0.6099999999999994,0.0,0.09818206219360204,0.007765821364148939,0.0428933839902792,0.0,-0.1399999999999999
2010-08-05,-0.16320121508466212,-0.47000000000000064,0.04999999999999982,0.06351918191989792,0.015671587315519098,0.029995099727605723,0.0,-0.22999999999999998
2010-08-06,-0.15109718668576122,-0.3099999999999996,0.1299999999999999,0.04880592514569959,0.015082559382059602,0.025015411770049845,0.0,-0.20999999999999996
2010-08-09,-0.1106803085650494,-0.3099999999999996,0.16000000000000014,0.04659159748544495,0.013840816199128358,0.025522725126849943,0.0,-0.21999999999999997
2010-08-10,-0.10561319758557564,-0.10000000000000053,0.2599999999999998,0.040266946309023055,0.020769554457056305,0.02600316618019627,0.0,-0.31000000000000005
2010-08-11,0.0159525554660771,0.10000000000000053,0.31999999999999984,-0.0032828963588145132,0.021834936375932923,0.004842611362728677,-0.0032828963588145132,-0.33000000000000007
2010-08-12,0.019299459868290514,0.09999999999999964,0.25,-0.009302358592130022,0.012218866888427549,0.0022978864724474413,-0.009302358592130022,-0.17999999999999994
2010-08-13,-0.0050320643964487655,0.10000000000000053,0.2599999999999998,-0.012491068593387111,0.01362477698535347,0.00518962917709298,-0.012491068593387111,-0.20999999999999996
2010-08-16,0.0002992364165594896,0.14000000000000057,0.3599999999999999,0.015000744313910852,0.01933708364495601,0.0126105597145596,0.0,-0.30000000000000004
2010-08-17,0.011035320049752384,0.03000000000000025,0.2999999999999998,0.021437066949468564,0.02102213201911085,0.013053938137424836,0.0,-0.28
2010-08-18,-0.04973670494643034,0.03000000000000025,0.23999999999999977,0.012076115921321628,0.019291264939668595,0.0066897417787288305,0.0,-0.26
2010-08-19,0.06488870560882876,0.15000000000000036,0.31999999999999984,0.007564721364051286,0.014095665197757734,0.005083067517206885,0.0,-0.16999999999999993
2010-08-20,0.07605533327161151,0.20999999999999996,0.33999999999999986,-0.0176323355418726,0.01382445637416252,-0.0013909025105233175,-0.0176323355418726,-0.15999999999999992
2010-08-23,0.1142542276139964,0.28000000000000025,0.3500000000000001,-0.02979820734939509,0.0164156964925517,-0.0058857582211329085,-0.02979820734939509,-0.18999999999999995
2010-08-24,0.1641647465356697,0.5,0.48,-0.05405173286939158,0.019443505642429137,-0.011544106790987718,-0.05405173286939158,-0.22999999999999998
2010-08-25,0.09077876851503075,0.4500000000000002,0.45999999999999996,-0.05029147849205662,0.020892719432587192,-0.01156860063957088,-0.05029147849205662,-0.25
2010-08-26,0.12082085508207985,0.4499999999999993,0.4999999999999998,-0.050527907320302656,0.02300697047734146,-0.010812337487196344,-0.050527907320302656,-0.27
2010-08-27,0.040243280893067945,0.23999999999999932,0.33999999999999986,-0.03109972804599348,0.015702180700448487,-0.013930839329662104,-0.03109972804599348,-0.15999999999999992
2010-08-30,0.1792352950088365,0.2999999999999998,0.3500000000000001,-0.04498086206452501,0.016594726163531304,-0.009554818224556727,-0.04498086206452501,-0.1499999999999999
2010-08-31,0.2000081648079559,0.3799999999999999,0.43000000000000016,-0.06606996567146783,0.017580096288369207,-0.015031812230122954,-0.06606996567146783,-0.17999999999999994
2010-09-01,0.08892168431270031,0.25,0.33000000000000007,-0.033505831960639276,0.007947807131844176,-0.004388111842053233,-0.033505831960639276,-0.050000000000000044
2010-09-02,0.0781801559459242,0.22999999999999954,0.29000000000000004,-0.03098139264535915,0.009475189710964393,-0.0022309349850841986,-0.03098139264535915,-0.07000000000000006
2010-09-03,0.002063453467193388,0.11000000000000032,0.20999999999999996,-0.017368741674358312,0.0042051947668593215,0.001183379270419005,-0.017368741674358312,0.030000000000000027
2010-09-07,0.03573090663606926,0.13999999999999968,0.12999999999999945,-0.024468514358122473,0.008873316218687588,-7.132699979117696e-05,-0.024468514358122473,-0.06000000000000005
2010-09-08,0.0022332257208848016,-0.009999999999999787,0.05999999999999961,-0.022834059607721446,0.006352789050458663,0.001970651947222457,-0.022834059607721446,-0.020000000000000018
2010-09-09,-0.15169374059825436,-0.3100000000000005,-0.0900000000000003,-0.012991914958675466,-0.002045437135691053,0.006309546543770583,-0.012991914958675466,0.10000000000000009
2010-09-10,-0.20103398456786548,-0.45999999999999996,-0.11000000000000032,0.01994515724410295,-0.0009305836453165073,0.022268060544011536,0.0,0.07000000000000006
2010-09-13,-0.2563258734188729,-0.5099999999999998,-0.14000000000000012,0.03765083486528664,0.01252916015543537,0.031147033755081877,0.0,-0.1100000000000001
2010-09-14,-0.2344888574001981,-0.5499999999999998,-0.1800000000000006,0.04006998862232325,0.008858606555846693,0.026417668538502026,0.0,-0.06999999999999995
2010-09-15,-0.14162638325693555,-0.5100000000000007,-0.1900000000000004,0.044522641747756664,0.003438001033994942,0.024199106556696215,0.0,0.020000000000000018
2010-09-16,-0.16950734878931195,-0.5300000000000002,-0.23000000000000043,0.03157246164363858,0.003632722746319983,0.022064138426450386,0.0,-0.010000000000000009
2010-09-17,-0.23138943414194957,-0.5800000000000001,-0.25000000000000044,0.030077595250535882,0.0013025054168871453,0.022154853473680625,0.0,-0.020000000000000018
2010-09-20,-0.2186303114491287,-0.5499999999999998,-0.1900000000000004,0.06434397505802147,0.00512519894278185,0.02586743535991043,0.0,-0.08000000000000007
2010-09-21,-0.18576470979959903,-0.5,-0.14000000000000057,0.06565836618364851,0.019225963382482503,0.021689826636347664,0.0,-0.27
